epoch,lr,time,loss
0,0.0001,17:38:24,2.910275159432338
1,4.596194077712559e-05,17:38:26,2.552826347717872
2,9.192388155425118e-05,17:38:28,2.3367409018369822
3,0.00013788582233137677,17:38:29,2.217155810044362
4,0.00018384776310850236,17:38:31,2.1253963470458985
5,0.00022980970388562796,17:38:32,2.064358893266091
6,0.00027577164466275353,17:38:34,2.0272413148329806
7,0.00032173358543987913,17:38:36,1.9861296474933625
8,0.0003676955262170047,17:38:37,1.9811758266045496
9,0.0004136574669941303,17:38:39,1.9732171109089485
10,0.0004596194077712559,17:38:41,1.9498996248612037
11,0.0005055813485483814,17:38:42,1.947202186859571
12,0.0005515432893255071,17:38:44,1.935287601672686
13,0.0005975052301026326,17:38:45,1.9340539285769829
14,0.0006434671708797583,17:38:47,1.926584810935534
15,0.0006894291116568838,17:38:49,1.9098804900279411
16,0.0007353910524340095,17:38:50,1.9216656304322757
17,0.000781352993211135,17:38:52,1.9035501388403087
18,0.0008273149339882606,17:38:53,1.9133938633478604
19,0.0008732768747653862,17:38:55,1.9061569534815275
20,0.0009192388155425118,17:38:57,1.898303203857862
21,0.0009652007563196374,17:38:58,1.9059609669905442
22,0.0010111626970967628,17:39:00,1.9009551901083726
23,0.0010571246378738887,17:39:02,1.8976156899562249
24,0.0011030865786510141,17:39:03,1.9010080117445725
25,0.0011490485194281398,17:39:05,1.89973153426097
26,0.0011950104602052652,17:39:06,1.8860206805742703
27,0.0012409724009823909,17:39:08,1.8922502448925604
28,0.0012869343417595165,17:39:10,1.8884135484695435
29,0.0013328962825366422,17:39:11,1.8914673741047199
30,0.0013788582233137676,17:39:13,1.8856044420829186
31,0.0014248201640908933,17:39:15,1.8862946262726417
32,0.001470782104868019,17:39:16,1.878062417415472
33,0.0015167440456451443,17:39:18,1.887401104431886
34,0.00156270598642227,17:39:19,1.890880422408764
35,0.0016086679271993959,17:39:21,1.885751871420787
36,0.0016546298679765213,17:39:23,1.8890826559983767
37,0.001700591808753647,17:39:24,1.8745902460355026
38,0.0017465537495307724,17:39:26,1.885701079093493
39,0.0017555210176447634,17:39:27,1.8858503089501308
40,0.0017334381132038412,17:39:29,1.8853050452012283
41,0.0017121681283718557,17:39:31,1.8899809149595408
42,0.0016916623811273962,17:39:32,1.8796002076222347
43,0.0016718761755383494,17:39:34,1.8921554455390344
44,0.0016527683917123286,17:39:35,1.884349722128648
45,0.0016343011261515336,17:39:37,1.8867069794581486
46,0.0016164393753495992,17:39:39,1.8830807452018445
47,0.0015991507566172508,17:39:40,1.8674825026438786
48,0.0015824052610682292,17:39:42,1.876472947689203
49,0.001566175034476838,17:39:44,1.8734997070752657
50,0.001550434182365106,17:39:45,1.8795806247454423
51,0.0015351585962158584,17:39:47,1.8712596760346338
52,0.0015203257981578748,17:39:48,1.8869215126220997
53,0.0015059148018466714,17:39:50,1.8657815034572895
54,0.0014919059875821519,17:39:52,1.8842923893378332
55,0.0014782809899727065,17:39:53,1.877197003364563
56,0.0014650225966827985,17:39:55,1.8747388202410478
57,0.0014521146569944226,17:39:57,1.8777146302736722
58,0.0014395419990777462,17:39:58,1.8710391246355498
59,0.0014272903550072566,17:40:00,1.8722046797092144
60,0.001415346292680745,17:40:01,1.8827811149450449
61,0.0014036971539024708,17:40:03,1.8639000658805553
62,0.0013923309979816032,17:40:05,1.8691359208180354
63,0.0013812365502745747,17:40:06,1.8698409034655645
64,0.0013704031551672333,17:40:08,1.8755697828072768
65,0.0013598207330510529,17:40:09,1.8768668468181904
66,0.0013494797408985328,17:40:11,1.872865308706577
67,0.0013393711360872673,17:40:13,1.8690125497487875
68,0.001329486343160991,17:40:14,1.864944618481856
69,0.001319817223249897,17:40:16,1.8734362047452193
70,0.001310356045902398,17:40:17,1.8739157337408798
71,0.001301095463106766,17:40:19,1.8692147383323083
72,0.0012920284853042549,17:40:21,1.8694556415081025
